artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Savage Garden;Crash and Burn;281466;1999;102.03;pop;0.607;4;-8.458
Cheat Codes;No Promises (feat. Demi Lovato);223503;2017;112.956;pop, Dance/Electronic;0.667;10;-5.445
Avicii;Wake Me Up;247426;2013;124.08;pop, Dance/Electronic;0.783;2;-5.697
The Supermen Lovers;Starlight - Radio Edit;234400;2001;127.487;Dance/Electronic;0.679;0;-5.079
Ellie Goulding;Starry Eyed;176613;2010;149.967;pop, rock, Dance/Electronic;0.814;5;-5.346
David Guetta;Sexy Bitch (feat. Akon);195853;2010;130.011;hip hop, pop, Dance/Electronic;0.627;11;-5.018
Ashanti;Only U - No Intro;186306;2004;94.547;hip hop, pop, R&B;0.621;6;-5.576
Wyclef Jean;Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia);241133;2007;92.515;set();0.744;1;-3.51
Fall Out Boy;This Ain't A Scene, It's An Arms Race;212040;2007;199.935;rock;0.887;9;-4.07
Pendulum;Propane Nightmares;313346;2008;173.992;Dance/Electronic;0.966;7;-4.13
Bob Sinclar;Rock This Party - Everybody Dance Now;245466;2006;128.009;pop, Dance/Electronic;0.823;5;-3.708
NSG;Options;240081;2020;101.993;World/Traditional, hip hop;0.621;1;-4.684
Of Monsters and Men;Little Talks;266600;2012;102.961;pop, rock, Folk/Acoustic;0.757;1;-5.177
Drake;Headlines;235986;2011;151.894;hip hop, pop, R&B;0.566;6;-7.16
Billie Eilish;lovely (with Khalid);200185;2018;115.284;pop, Dance/Electronic;0.296;4;-10.109
T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);227960;2007;80.001;hip hop, pop, R&B;0.55;1;-8.137
Jennifer Lopez;I'm Real (feat. Ja Rule) - Murder Remix;262133;2001;83.46;hip hop, pop, R&B;0.587;11;-7.93
Fifth Harmony;All In My Head (Flex) (feat. Fetty Wap);210573;2016;95.04;pop;0.791;0;-5.194
Kanye West;Good Life;207000;2007;82.962;hip hop;0.808;1;-6.881
Nick Jonas;Close;234213;2016;123.996;pop;0.623;6;-5.273
JAY-Z;I Just Wanna Love U (Give It 2 Me);227866;2000;98.631;hip hop;0.922;4;-5.125
The Chainsmokers;This Feeling;197946;2018;105.049;pop, Dance/Electronic;0.571;1;-7.906
DJ Khaled;I'm On One;296146;2011;149.33;hip hop, pop;0.807;11;-3.499
Pitbull;Feel This Moment (feat. Christina Aguilera);229506;2012;135.956;hip hop, pop, latin;0.758;7;-3.632
Burak Yeter;Tuesday (feat. Danelle Sandoval);241874;2016;99.002;Dance/Electronic;0.639;9;-6.052
John Legend;All of Me;269560;2013;119.93;pop, R&B;0.264;8;-7.064
Calvin Harris;Drinking from the Bottle (feat. Tinie Tempah);240346;2012;128.062;hip hop, pop, Dance/Electronic;0.886;9;-4.175
Trey Songz;Na Na;231906;2015;96.975;hip hop, pop, R&B;0.476;9;-6.253
Sheck Wes;Mo Bamba;183906;2018;146.034;hip hop;0.625;4;-5.266
Akon;Smack That;212360;2006;118.988;pop;0.743;5;-5.166
Atomic Kitten;The Tide Is High - Radio Mix;206093;2002;103.997;pop;0.649;7;-4.127
Blanco Brown;The Git Up;200593;2019;97.984;hip hop, country;0.678;9;-8.635
Blue;U Make Me Wanna - Radio Edit;222400;2003;158.108;pop;0.736;7;-6.228
JAY-Z;Big Pimpin';283066;1999;138.083;hip hop;0.814;11;-6.307
Beyoncé;Drunk in Love (feat. Jay-Z);323480;2014;140.03;pop, R&B;0.621;5;-6.902
Drake;Too Good;263373;2016;117.996;hip hop, pop, R&B;0.653;7;-7.839
Avicii;Lonely Together (feat. Rita Ora);181812;2017;102.977;pop, Dance/Electronic;0.666;5;-5.309
*NSYNC;Girlfriend;253600;2001;93.967;pop;0.807;0;-5.191
Leona Lewis;Bleeding Love;262466;2007;104.036;pop, R&B;0.656;5;-5.886
Nicki Minaj;Pound The Alarm;205640;2012;125.055;hip hop, pop;0.858;9;-3.686
ScHoolboy Q;Hands on the Wheel (feat. Asap Rocky);197131;2012;127.839;hip hop, pop;0.784;1;-7.471
J. Cole;MIDDLE CHILD;213593;2019;123.984;hip hop;0.364;8;-11.713
Justin Timberlake;My Love (feat. T.I.);276160;2006;119.952;pop;0.68;11;-5.881
Young Thug;The London (feat. J. Cole & Travis Scott);200106;2019;97.981;hip hop, pop;0.586;4;-6.946
Melanie C;Never Be The Same Again;294200;1999;160.067;pop, Dance/Electronic;0.685;3;-5.153
OneRepublic;All The Right Moves;238000;2009;146.024;pop;0.948;0;-3.527
James Morrison;You Give Me Something;213173;2006;79.753;pop, R&B;0.688;7;-6.496
Panic! At The Disco;High Hopes;190946;2018;82.014;rock;0.904;5;-2.729
Rae Sremmurd;Swang;208120;2016;139.992;hip hop, pop;0.314;8;-9.319
Jay Rock;King's Dead (with Kendrick Lamar, Future & James Blake);229670;2018;137.133;hip hop, pop;0.705;1;-5.008
Bruno Mars;Marry You;230192;2010;144.905;pop;0.82;10;-4.865
The Fray;How to Save a Life;262533;2005;122.035;pop;0.743;10;-4.08
Birdy;Wings;252106;2013;83.235;pop;0.707;7;-4.534
Lil Nas X;Panini;114893;2019;153.848;hip hop, pop;0.594;5;-6.146
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
YG;BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj);237240;2018;203.911;hip hop, pop;0.346;1;-7.709
Leona Lewis;Run;314720;2007;142.365;pop, R&B;0.462;5;-6.166
Rita Ora;R.I.P. (feat. Tinie Tempah);228026;2012;72.022;hip hop, pop, Dance/Electronic;0.831;11;-3.443
Taylor Swift;Bad Blood;200106;2015;170.16;pop;0.655;11;-7.388
Dean Lewis;Be Alright;196373;2018;126.684;pop;0.586;11;-6.319
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
blackbear;do re mi;212027;2017;111.002;hip hop, pop, Dance/Electronic;0.593;8;-6.35
Diddy;I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans];285586;2004;199.764;hip hop, pop;0.471;1;-7.392
Black Eyed Peas;My Humps;326960;2005;123.95;hip hop, pop;0.682;1;-5.924
Craig David;Rise & Fall (feat. Sting);287226;2002;83.373;hip hop, pop, R&B;0.589;6;-7.51
Ellie Goulding;"Love Me Like You Do - From ""Fifty Shades Of Grey""";252534;2015;189.857;pop, rock, Dance/Electronic;0.606;8;-6.646
Justin Bieber;Beauty And A Beat;227986;2012;128.003;pop;0.843;0;-4.831
Kanye West;Gold Digger;207626;2005;93.034;hip hop;0.696;1;-5.572
Desiigner;Panda;246761;2016;144.833;hip hop, pop;0.766;10;-4.943
Adele;Hello;295502;2015;157.98;pop, R&B;0.431;5;-6.129
Christina Milian;When You Look At Me - Radio Edit;222546;2001;108.955;hip hop, pop, R&B;0.839;3;-3.399
Tory Lanez;Say It;237786;2016;107.331;hip hop, pop, R&B;0.529;11;-10.511
Akon;I Wanna Love You;247066;2006;99.989;pop;0.45;0;-9.387
Fetty Wap;Trap Queen;222093;2015;148.075;hip hop, pop;0.873;7;-3.803
Chamillionaire;Ridin';303053;2005;143.052;hip hop, pop;0.799;8;-4.68
DJ Fresh;Gold Dust - Radio Edit;192446;2010;176.985;pop, Dance/Electronic;0.948;0;-0.74
Lily Allen;The Fear;207120;2009;134.002;pop;0.847;10;-6.948
Mary J. Blige;Family Affair;265866;2001;92.887;pop, R&B;0.551;8;-3.75
K-Ci & JoJo;Crazy;262773;2019;116.097;pop, R&B;0.644;0;-4.507
Kaiser Chiefs;Ruby;204200;2007;93.416;rock;0.939;5;-2.82
Capital Cities;Safe And Sound;192693;2013;117.952;pop;0.783;0;-4.829
Post Malone;Goodbyes (Feat. Young Thug);174960;2019;150.231;hip hop;0.653;5;-3.818
Toby Keith;As Good As I Once Was;227840;2005;119.075;country;0.87;5;-4.461
Nelly Furtado;Maneater;258893;2006;132.722;hip hop, pop, latin;0.777;6;-4.81
Dennis Lloyd;Nevermind;156600;2017;99.977;pop;0.688;5;-8.339
Wayne Wonder;No Letting Go;202013;2003;100.215;hip hop, R&B;0.819;5;-5.656
Gorgon City;Ready For Your Love;198880;2014;121.939;pop, Dance/Electronic;0.753;5;-7.038
Demi Lovato;Cool for the Summer;214746;2015;114.101;pop;0.613;5;-5.593
Girls Aloud;Sound Of The Underground;221426;2003;163.944;pop, Dance/Electronic;0.867;11;-5.861
The Vamps;Middle Of The Night;174600;2017;130.093;pop;0.749;11;-4.323
Kelly Clarkson;Because of You;219493;2004;139.92;pop, R&B;0.583;5;-5.284
Elvis Presley;A Little Less Conversation - JXL Radio Edit Remix;211506;2002;114.999;rock, easy listening;0.97;4;-5.972
DJ Snake;You Know You Like It;247266;2014;196.093;hip hop, pop, Dance/Electronic;0.725;5;-5.346
"H ""two"" O";What's It Gonna Be (feat. Platnum);207476;2008;139.61;Dance/Electronic;0.9;9;-4.758
P!nk;Raise Your Glass;202960;2010;122.019;pop;0.709;7;-5.006
BlocBoy JB;Look Alive (feat. Drake);181263;2018;140.022;hip hop, pop;0.581;10;-7.495
Alex & Sierra;Little Do You Know;185200;2014;145.879;pop;0.292;0;-8.554
Jason Derulo;Tip Toe (feat. French Montana);187521;2017;98.062;hip hop, pop;0.709;10;-4.547
Galantis;No Money;189126;2016;126.01;pop, Dance/Electronic;0.916;6;-4.014
Felix Jaehn;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);186146;2018;117.971;hip hop, pop, Dance/Electronic;0.566;2;-6.959
LL Cool J;Luv U Better;287000;2002;95.022;hip hop, pop, R&B;0.806;6;-3.9
Eamon;Fuck It (I Don't Want You Back);225106;2004;68.507;set();0.653;0;-6.245
Arctic Monkeys;When The Sun Goes Down;202133;2006;169.152;rock;0.875;11;-4.758
Kodak Black;ZEZE (feat. Travis Scott & Offset);228759;2018;98.043;hip hop;0.603;8;-5.788
Jax Jones;You Don't Know Me - Radio Edit;213946;2016;124.007;hip hop, pop, Dance/Electronic;0.669;11;-6.054
Kehlani;Nights Like This (feat. Ty Dolla $ign);201787;2019;146.163;hip hop, pop, R&B;0.725;8;-5.131
Imagine Dragons;Whatever It Takes;201240;2017;134.945;rock;0.655;10;-5.021
Eric Prydz;Call on Me - Radio Mix;171360;2004;126.342;pop, Dance/Electronic;0.837;10;-6.518
Jay Sean;Down;212106;2009;65.997;hip hop, pop, R&B;0.695;2;-4.493
P!nk;Stupid Girls;197173;2006;100.04;pop;0.886;4;-5.045
Lunay;Soltera - Remix;266086;2019;92.01;pop, latin;0.783;5;-4.271
Camila Cabello;Havana (feat. Young Thug);216896;2017;104.992;pop;0.517;7;-4.323
Sam Smith;Like I Can;167065;2014;99.933;pop;0.627;7;-6.627
Kanye West;All Of The Lights;299613;2010;142.113;hip hop;0.803;1;-3.284
Avril Lavigne;Here's to Never Growing Up;214080;2013;164.986;pop;0.871;0;-3.084
Taylor Swift;Back To December;293026;2010;141.893;pop;0.67;2;-4.663
Justin Bieber;Baby;214240;2010;65.043;pop;0.859;5;-5.237
Kelis;Millionaire;224933;2003;176.051;pop, R&B, Dance/Electronic;0.847;11;-6.636
Lykke Li;I Follow Rivers - The Magician Remix;281106;2011;122.019;pop, Dance/Electronic;0.709;9;-5.737
Mis-Teeq;All I Want - Sunship Radio Edit;207400;2004;134.079;pop, Dance/Electronic;0.919;9;-3.07
Arctic Monkeys;Brianstorm;172866;2007;165.182;rock;0.974;1;-4.706
Ed Sheeran;Antisocial (with Travis Scott);161746;2019;151.957;pop;0.823;5;-5.313
The All-American Rejects;Dirty Little Secret;193653;2005;143.853;rock, pop;0.955;10;-4.253
Nickelback;Savin' Me;219320;2005;164.007;rock, metal;0.815;3;-4.088
LMFAO;Sexy And I Know It;199480;2011;130.021;hip hop, pop, Dance/Electronic;0.861;7;-4.225
Westlife;The Rose;219106;2006;109.581;pop;0.203;9;-9.706
The Game;My Life;320893;2008;148.113;hip hop, pop;0.766;11;-5.018
The Notorious B.I.G.;Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster;286186;2005;106.328;hip hop;0.628;2;-7.041
Crazy Town;Butterfly;216733;1999;103.502;rock, metal;0.811;9;-4.17
Calvin Harris;Blame (feat. John Newman);212960;2014;128.024;hip hop, pop, Dance/Electronic;0.857;0;-4.078
Samantha Mumba;Gotta Tell You;201946;2018;109.981;pop;0.632;0;-8.75
Joe;I Wanna Know;296693;2000;136.086;pop, R&B;0.487;8;-5.959
Kelly Clarkson;My Life Would Suck Without You;211493;2009;144.982;pop, R&B;0.882;9;-4.006
Jonas Brothers;Burnin' Up;175093;2008;114.03;pop;0.954;2;-3.462
T.I.;Bring Em Out;216706;2004;98.579;hip hop, pop;0.891;11;-2.983
Nickelback;If Today Was Your Last Day;249066;2008;89.956;rock, metal;0.911;3;-5.749
Calvin Harris;This Is What You Came For (feat. Rihanna);222160;2016;123.962;hip hop, pop, Dance/Electronic;0.927;9;-2.787
Stromae;Alors on danse - Radio Edit;206066;2010;119.951;pop;0.59;1;-9.206
KALEO;Way down We Go;219560;2015;81.663;rock, classical;0.578;10;-5.798
Bastille;Of The Night;214205;2013;125.01;pop, rock;0.829;5;-7.2
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Special D.;Come With Me - Radio Edit;185133;2004;139.982;pop;0.999;7;-5.077
Ariana Grande;Love Me Harder;236133;2014;98.992;pop;0.714;1;-4.389
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
B.o.B;Airplanes (feat. Hayley Williams of Paramore);180480;2010;93.033;hip hop, pop;0.867;6;-4.285
Delta Goodrem;Born to Try;251280;2003;133.838;pop;0.589;8;-6.813
Dua Lipa;Hotter Than Hell;187957;2017;110.127;pop;0.868;3;-4.23
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;161240;2002;133.592;pop;0.764;7;-5.076
JAY-Z;Dirt Off Your Shoulder;245173;2003;163.971;hip hop;0.655;1;-7.147
DJ Snake;Middle;220573;2016;104.981;hip hop, pop, Dance/Electronic;0.7;9;-5.331
Black Eyed Peas;Meet Me Halfway;284373;2009;130.0;hip hop, pop;0.629;11;-6.857
The Script;Superheroes;245466;2014;166.996;pop, rock;0.885;3;-4.121
Chris Brown;Deuces (feat. Tyga & Kevin McCall);276560;2011;73.987;hip hop, pop, R&B;0.736;1;-5.109
Jamiroquai;Little L;295400;2001;121.906;pop;0.724;10;-5.373
Zedd;Clarity;271426;2012;128.006;hip hop, pop, Dance/Electronic;0.78;8;-3.464
Normani;Motivation;193837;2019;170.918;pop, R&B;0.887;4;-3.967
Amanda Perez;Angel;218760;2003;143.772;pop, R&B;0.54;0;-6.849
Camille Jones;The Creeps - Fedde Le Grand Radio Mix;152333;2006;127.894;set();0.861;6;-6.632
Garrett Nash;i hate u, i love u (feat. olivia o'brien);251033;2016;92.6;hip hop, pop;0.275;6;-13.4
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
B.o.B;Magic (feat. Rivers Cuomo);196133;2010;82.439;hip hop, pop;0.932;8;-4.11
Busta Rhymes;Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;238600;2001;89.767;hip hop, pop;0.793;6;-4.699
Big Brovaz;Nu Flow;201480;2001;148.062;pop;0.726;7;-8.718
Akon;Right Now (Na Na Na);240746;2008;137.982;pop;0.857;8;-4.194
50 Cent;21 Questions;224440;2003;92.729;hip hop, pop;0.813;6;-3.846
Terror Squad;Lean Back;247426;2004;95.321;hip hop;0.916;1;-3.344
Dua Lipa;New Rules;212000;2017;116.01;pop;0.72;9;-5.181
Jeremih;Birthday Sex;226506;2009;60.019;hip hop, pop, R&B;0.523;7;-5.603
R. City;Locked Away (feat. Adam Levine);227480;2015;118.413;pop;0.671;1;-5.709
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Halsey;Bad At Love;181279;2017;118.384;pop, Dance/Electronic;0.751;0;-3.539
Taylor Swift;Bad Blood;211933;2014;170.216;pop;0.794;7;-6.104
OneRepublic;Wherever I Go;169773;2016;99.961;pop;0.689;10;-6.444
Maggie Lindemann;Pretty Girl - Cheat Codes X CADE Remix;193613;2017;121.03;rock, pop;0.868;7;-4.661
Coldplay;Paradise;278719;2011;139.631;rock, pop;0.585;5;-6.761
The Goo Goo Dolls;Here Is Gone;238173;2002;102.192;pop, rock;0.685;1;-5.178
S Club 7;Have You Ever;201533;2001;139.909;pop;0.702;0;-5.734
Steps;It's the Way You Make Me Feel;197360;2000;105.006;pop, Dance/Electronic;0.665;8;-5.081
Loud Luxury;Body (feat. brando);163216;2017;121.958;pop, Dance/Electronic;0.764;1;-4.399
Hozier;Take Me To Church;241688;2014;128.945;Folk/Acoustic, pop;0.664;4;-5.303
Faithless;We Come 1 - Radio Edit;222435;2015;135.977;pop, Dance/Electronic;0.903;5;-10.587
Kanye West;Stronger;311866;2007;103.992;hip hop;0.717;10;-7.858
Kanye West;Black Skinhead;188013;2013;130.089;hip hop;0.825;1;-6.107
Ava Max;Sweet but Psycho;187436;2018;133.002;pop;0.704;1;-4.724
Armand Van Helden;My My My - Radio Edit;190000;2006;127.51;pop, Dance/Electronic;0.768;7;-8.502
Matchbox Twenty;Bent;256133;2000;95.468;pop, rock;0.83;6;-6.814
50 Cent;Candy Shop;209106;2005;125.173;hip hop, pop;0.574;11;-7.961
Flo Rida;I Cry;223800;2012;126.035;hip hop, pop;0.822;4;-5.441
Calvin Harris;I Need Your Love (feat. Ellie Goulding);234506;2012;124.989;hip hop, pop, Dance/Electronic;0.869;8;-5.066
Plies;Hypnotized (feat. Akon);188493;2007;116.59;hip hop, pop, R&B;0.571;10;-7.421
Fergie;London Bridge;241306;2006;90.951;pop, R&B;0.609;1;-5.894
Tom Jones;Sexbomb;211893;1999;122.979;rock, Folk/Acoustic, easy listening;0.876;8;-3.94
The Weeknd;In The Night;235653;2015;167.939;pop, R&B;0.682;7;-4.94
Madcon;Beggin (original version);216146;2007;129.023;hip hop, pop;0.8;4;-5.144
Pia Mia;Do It Again;207746;2015;95.95;pop, R&B;0.564;8;-6.527
Calvin Harris;Giant (with Rag'n'Bone Man);229184;2019;122.015;hip hop, pop, Dance/Electronic;0.887;1;-4.311
Nelly;Country Grammar (Hot Shit);287000;2000;162.831;hip hop, pop, R&B;0.664;2;-6.822
Bruno Mars;24K Magic;225983;2016;106.97;pop;0.803;1;-4.282
Outkast;Hey Ya!;235213;2003;79.526;hip hop, pop;0.974;4;-2.261
Tinashe;2 On (feat. ScHoolboy Q);227000;2014;101.013;hip hop, pop, R&B, Dance/Electronic;0.595;9;-7.51
Mary J. Blige;No More Drama;326240;2001;97.914;pop, R&B;0.837;6;-6.818
Rui Da Silva;Touch Me (Radio Edit) [feat. Cassandra];213133;2001;129.078;Dance/Electronic;0.922;0;-8.399
Example;Changed the Way You Kiss Me - Radio Edit;195466;2011;126.979;pop, Dance/Electronic;0.857;4;-3.78
Maroon 5;Animals;231013;2014;189.868;pop;0.742;4;-6.46
Evanescence;Bring Me To Life;235893;2003;94.612;metal;0.943;4;-3.188
Chord Overstreet;Hold On;198853;2017;119.949;pop, Folk/Acoustic;0.443;2;-9.681
Ashanti;Rock Wit U (Awww Baby);209120;2003;94.998;hip hop, pop, R&B;0.797;4;-3.006
D4L;Laffy Taffy;224253;2005;77.499;hip hop, pop;0.439;7;-7.994
Justin Timberlake;SexyBack (feat. Timbaland);242733;2006;117.0;pop;0.583;7;-5.562
Erykah Badu;Bag Lady;348893;2000;151.181;hip hop, R&B;0.416;5;-8.964
The Streets;Fit but You Know It;254266;2004;172.302;hip hop, Dance/Electronic;0.844;6;-1.729
Drake;Nice For What;210746;2018;93.372;hip hop, pop, R&B;0.909;8;-6.474
Anne-Marie;2002;186986;2018;96.133;pop, Dance/Electronic;0.683;1;-2.881
Sam Smith;How Do You Sleep?;202204;2019;110.567;pop;0.682;1;-4.931
P.O.D.;Youth of the Nation;256240;2001;97.867;rock, metal;0.86;8;-7.533
Sigala;Wish You Well;205653;2019;124.975;pop, Dance/Electronic;0.895;5;-3.787
Khalid;Love Lies (with Normani);201707;2018;143.955;pop, R&B;0.648;6;-5.626
Avicii;Silhouettes - Original Radio Edit;211880;2012;128.074;pop, Dance/Electronic;0.8;5;-6.235
Alicia Keys;Diary (feat. Tony! Toni! Tone! & Jermaine Paul);284160;2003;127.932;pop, R&B;0.465;8;-9.711
Coldplay;Clocks;307879;2002;130.97;rock, pop;0.749;5;-7.215
Shayne Ward;That's My Goal;219600;2006;68.637;pop;0.508;2;-5.966
One Direction;Night Changes;226600;2014;120.001;pop;0.52;8;-7.747
The Weeknd;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack";252226;2014;119.844;pop, R&B;0.381;2;-5.922
Jack White;Another Way to Die;262240;2007;141.933;rock, blues;0.765;4;-4.23
The Red Jumpsuit Apparatus;Face Down;192000;2006;92.956;pop;0.932;7;-2.189
Rihanna;What's My Name?;263173;2010;100.025;hip hop, pop, R&B;0.786;2;-2.959
G.R.L.;Ugly Heart;198306;2014;124.96;pop;0.786;9;-5.488
Evanescence;Call Me When You're Sober;214706;2006;93.41;metal;0.883;7;-4.094
Lily Allen;Not Fair;201213;2009;121.491;pop;0.861;5;-6.982
The Weeknd;Call Out My Name;228373;2018;134.17;pop, R&B;0.593;1;-4.954
Miguel;Sure Thing;195373;2010;81.001;pop, R&B;0.607;11;-8.127
Nelly;Over And Over;253933;2004;169.799;hip hop, pop, R&B;0.517;7;-10.02
Martin Garrix;Animals - Radio Edit;176117;2013;128.015;pop, Dance/Electronic;0.914;1;-5.351
Christina Aguilera;Candyman;194213;2006;172.976;pop;0.789;8;-4.713
Linkin Park;Breaking the Habit;196906;2003;100.021;rock, metal;0.849;4;-5.218
Lucenzo;Danza Kuduro (feat. Don Omar);213986;2011;130.003;latin;0.942;7;-6.365
Britney Spears;Everytime;230306;2003;109.599;pop;0.284;3;-12.852
Ne-Yo;Beautiful Monster;251573;2010;128.013;pop, R&B;0.771;5;-6.99
Tinie Tempah;Written in the Stars (feat. Eric Turner);207653;2010;91.881;hip hop, pop, Dance/Electronic;0.931;7;-4.188
Lloyd;Get It Shawty;209533;2007;128.014;hip hop, pop, R&B;0.905;5;-4.032
Christina Aguilera;"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";264893;2001;109.919;pop;0.801;5;-3.769
Daya;Sit Still, Look Pretty;202221;2016;181.994;rock, pop, Dance/Electronic;0.739;2;-4.081
Usher;Scream;234693;2012;127.992;hip hop, pop, R&B;0.862;7;-5.18
Post Malone;Wow.;149546;2019;99.96;hip hop;0.539;11;-7.359
Pretty Ricky;On the Hotline - Amended Version;242586;2007;92.988;hip hop, pop, R&B;0.854;10;-5.477
Sam Smith;Too Good At Goodbyes;201000;2017;91.873;pop;0.372;5;-8.237
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;2016;108.034;hip hop;0.427;6;-10.028
Diddy;I Need a Girl (Pt. 1) [feat. Usher & Loon];268800;2005;89.279;hip hop, pop;0.707;6;-5.758
Dido;Thank You;218360;1999;79.984;pop;0.583;1;-9.942
Mabel;Don't Call Me Up;178480;2019;98.994;pop, Dance/Electronic;0.881;9;-2.853
P!nk;Sober;251440;2010;91.066;pop;0.792;6;-4.907
Lemar;If There's Any Justice;229080;2004;89.993;R&B;0.665;6;-5.348
Sammie;I Like It;251040;2000;129.963;hip hop, pop, R&B;0.656;9;-8.529
Illy;Papercuts (feat. Vera Blue);255889;2016;191.863;hip hop, pop, Dance/Electronic;0.618;6;-6.304
Ja Rule;Livin' It Up;257066;2001;106.095;hip hop, pop, R&B;0.768;6;-4.086
Selena Gomez;Come & Get It;231986;2013;79.979;pop;0.787;7;-4.1
Wiz Khalifa;See You Again (feat. Charlie Puth);229525;2015;80.025;hip hop, pop;0.481;10;-7.503
Christina Perri;Jar of Hearts;246587;2011;74.541;pop;0.348;3;-6.142
Basement Jaxx;Romeo;217493;2001;126.853;pop, Dance/Electronic;0.829;2;-4.171
Iggy Azalea;Black Widow;209423;2014;163.99;hip hop, pop;0.72;11;-3.753
Snoop Dogg;Sensual Seduction;245520;2007;120.163;hip hop, pop;0.829;11;-3.973
Linkin Park;Numb;185586;2003;110.018;rock, metal;0.863;9;-4.153
Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);255266;2002;98.989;pop;0.658;8;-4.481
Aaliyah;Try Again;284000;2002;93.02;hip hop, pop, R&B;0.622;6;-5.642
Matchbox Twenty;Unwell;228706;2002;80.718;pop, rock;0.788;6;-5.263
Clean Bandit;Tears (feat. Louisa Johnson);225914;2016;130.037;pop, Dance/Electronic;0.77;5;-3.645
George Michael;Amazing;265826;2004;128.429;set();0.754;10;-6.825
Alexandra Stan;Mr. Saxobeat;195105;2011;126.976;pop, Dance/Electronic;0.931;11;-4.152
Lana Del Rey;Doin' Time;202192;2019;144.982;pop;0.559;7;-11.132
Mary J. Blige;Rainy Dayz;276373;2001;68.942;pop, R&B;0.667;6;-6.997
Kelly Rowland;Stole;249293;2002;79.993;hip hop, pop, R&B;0.718;7;-4.984
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;2013;100.315;hip hop, pop;0.652;6;-7.321
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;2002;85.996;hip hop, pop;0.759;6;-4.315
JLS;Everybody in Love;195586;2013;140.022;pop;0.783;5;-5.971
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
Sigma;Nobody To Love - Radio Edit;189720;2014;175.001;pop, Dance/Electronic;0.921;8;-3.32
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
Natasha Bedingfield;Unwritten;259333;2004;100.011;pop;0.8;5;-6.333
Creed;My Sacrifice;294600;2001;146.349;pop, rock, metal;0.88;2;-6.035
Tyga;Taste (feat. Offset);232959;2018;97.994;hip hop, pop;0.559;0;-7.442
David Guetta;Play Hard (feat. Ne-Yo & Akon);201000;2012;130.072;hip hop, pop, Dance/Electronic;0.921;8;-1.702
James Blunt;Goodbye My Lover;258653;2005;89.567;pop;0.261;4;-12.591
Pitbull;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);252306;2011;129.024;hip hop, pop, latin;0.939;8;-3.206
Daddy Yankee;Con Calma;193226;2019;93.989;latin;0.86;8;-2.652
Akon;Beautiful;312986;2008;130.015;pop;0.945;0;-4.442
Nelly Furtado;Turn Off The Light;276106;2000;180.184;hip hop, pop, latin;0.679;2;-6.26
Calvin Harris;Let's Go (feat. Ne-Yo);232800;2012;128.016;hip hop, pop, Dance/Electronic;0.882;4;-2.932
Puddle Of Mudd;She Hates Me;216760;2001;109.781;rock, metal;0.748;4;-5.433
Pitbull;Time of Our Lives;229360;2014;124.022;hip hop, pop, latin;0.802;1;-5.797
SAYGRACE;You Don't Own Me (feat. G-Eazy);201493;2016;186.249;pop, R&B;0.635;7;-5.653
David Guetta;Without You (feat. Usher);208133;2012;127.884;hip hop, pop, Dance/Electronic;0.614;2;-3.727
Ludacris;Splash Waterfalls;290760;2003;145.894;hip hop, pop;0.846;11;-6.102
Ne-Yo;Let Me Love You (Until You Learn To Love Yourself);251626;2012;124.91;pop, R&B;0.677;5;-6.628
Skillet;Monster;178013;2009;134.992;rock, pop, metal;0.957;8;-2.336
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
Jeremih;Don't Tell 'Em;266840;2015;98.052;hip hop, pop, R&B;0.527;2;-5.225
